Date, Close/Last, Volume, Open, High, Low
01/31/2012, $57.155, 5749120, $57.84, $57.84, $56.81
01/30/2012, $57.32, 6584442, $56.825, $57.495, $56.68
01/27/2012, $57.45, 5805028, $56.785, $57.614, $56.605
01/26/2012, $56.84, 5722108, $56.835, $57.905, $56.75
01/25/2012, $56.815, 6700916, $55.325, $56.945, $55.035
01/24/2012, $55.605, 8295614, $54.56, $55.92, $54.45
01/23/2012, $55.61, 5267162, $56.665, $56.72, $55.375
01/20/2012, $56.42, 6512272, $56.35, $56.779, $55.895
01/19/2012, $56.09, 9818052, $56.505, $57.41, $56.05
01/18/2012, $54.91, 7755900, $54.83, $55.66, $54.625
01/17/2012, $54.75, 5867900, $55.59, $55.59, $54.435
01/13/2012, $54.865, 5089894, $55.11, $55.11, $54.03
01/12/2012, $55.525, 5094810, $56.125, $56.245, $55.285
01/11/2012, $55.99, 4054126, $55.54, $56.195, $55.435
01/10/2012, $55.68, 6598620, $55.32, $56.26, $55.26
01/09/2012, $54.745, 4669294, $54.085, $54.81, $53.67
01/06/2012, $53.765, 3689502, $54.195, $54.3, $53.525
01/05/2012, $53.995, 5950844, $53.965, $54.365, $53.94
01/04/2012, $54.39, 3943924, $53.665, $54.595, $53.64
01/03/2012, $54, 5301922, $54.04, $54.55, $53.94
12/30/2011, $52.97, 3385902, $52.88, $53.3, $52.705
12/29/2011, $52.675, 2413628, $52.5, $52.775, $52.225
12/28/2011, $52.235, 2447526, $52.845, $52.995, $52.06
12/27/2011, $52.845, 1938614, $52.855, $53.135, $52.6
12/23/2011, $52.765, 3108790, $52.29, $53.01, $52.25
12/22/2011, $52.11, 5581668, $51.54, $52.515, $51.425
12/21/2011, $51.51, 7195826, $50.73, $51.565, $49.965
12/20/2011, $50.6, 5523078, $50.175, $50.83, $50.02
12/19/2011, $49.245, 5588338, $50.07, $50.455, $49.14
12/16/2011, $49.94, 9863020, $49.895, $50.525, $49.615
